0,1
1,1
1,1
1,1
1,1
1,1
0,1
1,1
1,1
1,1
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
2,3
2,3
2,3
2,3
2,3
2,3
2,3
2,3
2,3
2,3
2,3
2,3
2,3
2,3
2,3
2,3
2,3
2,3
2,3
2,3
2,3
2,3
2,3
2,3
4,4
4,4
2,4
2,4
2,4
4,4
3,4
3,4
3,4
4,4
3,4
3,4
3,4
4,4
2,4
2,4
3,4
4,4
3,4
3,4
3,4
4,4
2,4
3,4
3,4
4,4
4,4
3,4
3,4
3,4
3,4
3,4
4,4
3,4
3,4
3,4
3,4
3,4
4,4
3,4
3,4
2,4
2,4
2,4
3,4
3,4
4,4
3,4
3,4
3,4
3,4
3,4
4,4
3,4
2,4
2,4
3,4
3,4
3,4
3,4
4,4
2,4
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
5,5
5,5
4,5
5,5
5,5
4,5
5,5
5,5
4,5
4,5
5,5
5,5
5,5
4,5
4,5
4,5
4,5
5,5
5,5
5,5
5,5
5,5
4,5
5,5
4,5
4,5
5,5
4,5
5,5
4,5
5,5
4,5
3,5
3,5
4,5
5,5
5,5
4,5
4,5
5,5
3,5
3,5
3,5
3,5
3,5
3,5
3,5
4,5
4,5
4,5
5,5
5,5
5,5
3,5
3,5
3,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
3,5
3,5
3,5
4,5
4,5
4,5
3,5
3,5
4,5
4,5
3,5
4,5
4,5
3,5
3,5
4,5
3,5
4,5
4,5
4,5
3,5
3,5
4,5
3,5
3,5
3,5
3,5
3,5
3,5
3,5
3,5
3,5
3,5
3,5
3,5
3,5
5,6
5,6
5,6
5,6
5,6
5,6
4,6
4,6
4,6
4,6
4,6
4,6
5,6
5,6
5,6
5,6
5,6
5,6
5,6
5,6
3,6
3,6
3,6
3,6
4,6
4,6
4,6
4,6
3,6
3,6
3,6
4,6
4,6
4,6
3,6
3,6
4,6
4,6
4,6
4,6
5,6
5,6
4,6
5,6
5,6
4,6
5,6
4,6
5,6
5,6
4,6
5,6
5,6
5,6
5,6
3,6
3,6
4,6
4,6
3,6
4,6
4,6
5,6
4,6
4,6
5,6
5,6
4,6
5,6
4,6
5,6
5,6
5,6
4,6
5,6
4,6
5,6
4,6
5,6
5,6
5,6
5,6
4,6
4,6
4,6
4,6
4,6
4,6
5,6
4,6
4,6
4,6
5,6
5,6
5,6
4,6
4,6
4,6
4,6
5,6
4,6
4,6
5,6
4,6
4,6
5,6
5,6
4,6
4,6
4,6
4,6
4,6
4,6
4,6
5,6
4,6
4,6
5,6
4,6
4,6
5,6
5,6
4,6
4,6
5,6
4,6
4,6
5,6
4,6
5,6
4,6
5,6
4,6
4,6
4,6
4,6
4,6
4,6
5,6
4,6
4,6
5,6
5,6
5,6
4,6
4,6
3,6
3,6
3,6
3,6
3,6
3,6
3,6
3,6
3,6
3,6
3,6
3,6
3,6
3,6
3,6
3,6
3,6
3,6
3,6
3,6
3,6
3,6
3,6
3,6
4,7
5,7
5,7
5,7
4,7
5,7
5,7
5,7
5,7
5,7
4,7
5,7
5,7
4,7
5,7
5,7
4,7
5,7
4,7
4,7
5,7
5,7
5,7
5,7
5,7
5,7
4,7
5,7
4,7
5,7
5,7
5,7
5,7
4,7
4,7
5,7
5,7
5,7
5,7
4,7
5,7
5,7
5,7
4,7
4,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
4,7
4,7
4,7
5,7
4,7
4,7
4,7
5,7
5,7
5,7
4,7
4,7
4,7
5,7
5,7
4,7
4,7
5,7
5,7
4,7
4,7
4,7
4,7
4,7
4,7
4,7
4,7
4,7
4,7
5,7
5,7
4,7
4,7
4,7
4,7
4,7
4,7
5,7
4,7
4,7
4,7
5,7
5,7
4,7
4,7
4,7
4,7
4,7
4,7
3,7
3,7
4,7
3,7
3,7
4,7
3,7
3,7
4,7
4,7
4,7
5,7
5,7
4,7
4,7
4,7
4,7
4,7
4,7
5,7
5,7
4,7
4,7
4,7
4,7
4,7
4,7
5,7
5,7
3,7
3,7
3,7
3,7
4,7
4,7
4,7
5,7
5,7
4,7
4,7
4,7
4,7
5,7
5,7
3,7
3,7
4,7
4,7
4,7
4,7
5,7
5,7
4,7
4,7
4,7
4,7
4,7
4,7
4,7
5,7
4,7
5,7
4,7
4,7
5,7
5,7
5,7
4,7
4,7
4,7
4,7
4,7
4,7
3,7
3,7
4,7
4,7
4,7
3,7
3,7
4,7
4,7
3,7
3,7
4,7
5,7
4,7
5,7
4,7
5,7
5,7
5,7
5,7
4,7
4,7
4,7
3,7
3,7
4,7
3,7
3,7
5,7
5,7
5,7
5,7
3,7
3,7
4,7
5,7
5,7
5,7
4,7
5,7
5,7
5,7
5,7
4,7
5,7
5,7
5,7
5,7
5,7
4,7
4,7
4,7
5,7
4,7
5,7
5,7
4,7
5,7
3,7
3,7
3,7
3,7
3,7
3,7
3,7
3,7
3,7
3,7
3,7
3,7
4,7
4,7
4,7
4,7
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
4,8
4,8
4,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
4,8
5,8
5,8
5,8
4,8
5,8
5,8
5,8
4,8
5,8
5,8
5,8
5,8
5,8
4,8
5,8
5,8
5,8
5,8
4,8
5,8
4,8
4,8
5,8
5,8
5,8
4,8
5,8
4,8
5,8
4,8
5,8
4,8
5,8
4,8
5,8
4,8
4,8
4,8
4,8
4,8
5,8
5,8
5,8
5,8
4,8
4,8
5,8
5,8
5,8
4,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
4,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
4,8
4,8
5,8
4,8
4,8
4,8
5,8
4,8
4,8
4,8
5,8
5,8
5,8
5,8
4,8
4,8
4,8
